Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     0/2   3609/7328     0.112      0.13     0.966     0.122      1.33        58     0.815
     0/2   3610/7328     0.112      0.13     0.966     0.122      1.33        93     0.869
     0/2   3611/7328     0.112      0.13     0.966     0.122      1.33       148     0.886
     0/2   3612/7328     0.112      0.13     0.966     0.122      1.33       105     0.852
     0/2   3613/7328     0.112      0.13     0.966     0.122      1.33        94     0.873
     0/2   3614/7328     0.112      0.13     0.966     0.122      1.33        98     0.889
     0/2   3615/7328     0.112      0.13     0.965     0.122      1.33       122      0.92
     0/2   3616/7328     0.112      0.13     0.965     0.122      1.33       125     0.901
     0/2   3617/7328     0.112      0.13     0.965     0.122      1.33        85     0.927
     0/2   3618/7328     0.112      0.13     0.965     0.122      1.33       134     0.925
     0/2   3619/7328     0.112      0.13     0.966     0.122      1.33       161     0.924
     0/2   3620/7328     0.112      0.13     0.966     0.122      1.33       181     0.977
     0/2   3621/7328     0.112      0.13     0.965     0.122      1.33       125     0.852
     0/2   3622/7328     0.112      0.13     0.965     0.122      1.33       100     0.873
     0/2   3623/7328     0.112      0.13     0.965     0.122      1.33       127     0.992
     0/2   3624/7328     0.112      0.13     0.965     0.122      1.33       152      0.91
     0/2   3625/7328     0.112      0.13     0.965     0.122      1.33       126     0.839
     0/2   3626/7328     0.112      0.13     0.965     0.122      1.33        93       0.9
     0/2   3627/7328     0.112      0.13     0.965     0.122      1.33       165     0.914
     0/2   3628/7328     0.112      0.13     0.965     0.122      1.33       146     0.904
     0/2   3629/7328     0.112      0.13     0.965     0.122      1.33        91     0.891
     0/2   3630/7328     0.112      0.13     0.965     0.122      1.33       132     0.979
     0/2   3631/7328     0.112      0.13     0.965     0.122      1.33       115     0.937
     0/2   3632/7328     0.112      0.13     0.965     0.122      1.33        81     0.962
     0/2   3633/7328     0.112      0.13     0.965     0.122      1.33        99     0.857
     0/2   3634/7328     0.112      0.13     0.965     0.122      1.33       130     0.972
     0/2   3635/7328     0.112      0.13     0.965     0.122      1.33        71      0.92
     0/2   3636/7328     0.112      0.13     0.965     0.122      1.33        79     0.894
     0/2   3637/7328     0.112      0.13     0.965     0.122      1.33        90     0.855
     0/2   3638/7328     0.112      0.13     0.964     0.122      1.33       125     0.923
     0/2   3639/7328     0.112      0.13     0.964     0.122      1.33        99     0.859
     0/2   3640/7328     0.112      0.13     0.964     0.122      1.33       202      1.01
     0/2   3641/7328     0.112      0.13     0.964     0.122      1.33       110     0.926
     0/2   3642/7328     0.112      0.13     0.964     0.122      1.33       128     0.921
     0/2   3643/7328     0.112      0.13     0.964     0.122      1.33        84     0.891
     0/2   3644/7328     0.112      0.13     0.964     0.122      1.33       140      0.81
     0/2   3645/7328     0.112      0.13     0.964     0.122      1.33       108     0.901
     0/2   3646/7328     0.112      0.13     0.964     0.122      1.33        82      1.45
     0/2   3647/7328     0.112      0.13     0.964     0.122      1.33        93     0.876
     0/2   3648/7328     0.112      0.13     0.964     0.122      1.33       141     0.941
     0/2   3649/7328     0.112      0.13     0.964     0.122      1.33        92     0.913
     0/2   3650/7328     0.112      0.13     0.964     0.122      1.33        77     0.841
     0/2   3651/7328     0.112      0.13     0.964     0.122      1.33        98     0.837
     0/2   3652/7328     0.112      0.13     0.964     0.122      1.33       112     0.941
     0/2   3653/7328     0.112      0.13     0.964     0.122      1.33       151     0.974
     0/2   3654/7328     0.112      0.13     0.964     0.122      1.33       186      0.93
     0/2   3655/7328     0.112      0.13     0.964     0.122      1.33       105     0.838
     0/2   3656/7328     0.112      0.13     0.964     0.122      1.33       116     0.872
     0/2   3657/7328     0.112      0.13     0.964     0.122      1.33       134     0.923
     0/2   3658/7328     0.112      0.13     0.964     0.122      1.33        86     0.887
     0/2   3659/7328     0.112      0.13     0.963     0.122      1.33        93     0.965
     0/2   3660/7328     0.112      0.13     0.964     0.122      1.33       198     0.973
     0/2   3661/7328     0.112      0.13     0.963     0.122      1.33       105      0.83
     0/2   3662/7328     0.112      0.13     0.963     0.122      1.33       109     0.896
     0/2   3663/7328     0.112      0.13     0.963     0.122      1.33       135     0.866
     0/2   3664/7328     0.112      0.13     0.963     0.122      1.33       129      1.01
     0/2   3665/7328     0.112      0.13     0.963     0.122      1.33       172     0.853
     0/2   3666/7328     0.112      0.13     0.963     0.122      1.33       155      0.91
     0/2   3667/7328     0.112      0.13     0.963     0.122      1.33        77     0.979
     0/2   3668/7328     0.112      0.13     0.963     0.122      1.33       139     0.912
     0/2   3669/7328     0.112      0.13     0.963     0.122      1.33        83      1.06
     0/2   3670/7328     0.112      0.13     0.963     0.122      1.33        74     0.969
     0/2   3671/7328     0.112      0.13     0.963     0.122      1.33        95     0.847
     0/2   3672/7328     0.112      0.13     0.963     0.122      1.33        92     0.824
     0/2   3673/7328     0.112      0.13     0.963     0.122      1.33       117         1
     0/2   3674/7328     0.112      0.13     0.963     0.122      1.33        86     0.847
     0/2   3675/7328     0.112      0.13     0.963     0.122      1.33       122     0.962
     0/2   3676/7328     0.112      0.13     0.963     0.122      1.33       114     0.988
     0/2   3677/7328     0.112      0.13     0.963     0.122      1.33       134     0.904
     0/2   3678/7328     0.112      0.13     0.963     0.122      1.33       143         1
     0/2   3679/7328     0.112      0.13     0.962     0.122      1.33        93     0.866
     0/2   3680/7328     0.112      0.13     0.962     0.122      1.33       121     0.962
     0/2   3681/7328     0.112      0.13     0.962     0.122      1.33       117     0.905
     0/2   3682/7328     0.112      0.13     0.962     0.122      1.33       116     0.941
     0/2   3683/7328     0.112      0.13     0.962     0.122      1.33       108     0.888
     0/2   3684/7328     0.112      0.13     0.962     0.122      1.33       105      0.91
     0/2   3685/7328     0.112      0.13     0.962     0.122      1.33       105     0.894
     0/2   3686/7328     0.112      0.13     0.962     0.122      1.33        96     0.851
     0/2   3687/7328     0.112      0.13     0.962     0.122      1.33       149     0.918
     0/2   3688/7328     0.112      0.13     0.962     0.122      1.33        89     0.874
     0/2   3689/7328     0.112      0.13     0.962     0.122      1.33       143      1.14
     0/2   3690/7328     0.112      0.13     0.962     0.122      1.33       121     0.865
     0/2   3691/7328     0.112      0.13     0.962     0.122      1.33       153     0.823
     0/2   3692/7328     0.112      0.13     0.962     0.122      1.33       113     0.924
     0/2   3693/7328     0.112      0.13     0.962     0.122      1.33        94     0.975
     0/2   3694/7328     0.112      0.13     0.962     0.122      1.33       116     0.897
     0/2   3695/7328     0.112      0.13     0.962     0.122      1.33       125     0.919
     0/2   3696/7328     0.112      0.13     0.962     0.122      1.33        89     0.882
     0/2   3697/7328     0.112      0.13     0.962     0.122      1.33       149     0.939
     0/2   3698/7328     0.112      0.13     0.961     0.122      1.33        59     0.913
     0/2   3699/7328     0.112      0.13     0.962     0.122      1.33       165     0.992
     0/2   3700/7328     0.112      0.13     0.961     0.122      1.33       116     0.943
     0/2   3701/7328     0.112      0.13     0.961     0.122      1.33        93     0.902
     0/2   3702/7328     0.112      0.13     0.961     0.122      1.33       102     0.872
     0/2   3703/7328     0.112      0.13     0.961     0.122      1.33       123     0.841
     0/2   3704/7328     0.112      0.13     0.961     0.122      1.33       109     0.861
     0/2   3705/7328     0.112      0.13     0.961     0.122      1.33        95     0.985
     0/2   3706/7328     0.112      0.13     0.961     0.122      1.33       125     0.983
     0/2   3707/7328     0.112      0.13     0.961     0.122      1.33       110       0.9
     0/2   3708/7328     0.112      0.13     0.961     0.122      1.33       121      0.88
     0/2   3709/7328     0.112      0.13     0.961     0.122      1.33       105     0.845
     0/2   3710/7328     0.112      0.13     0.961     0.122      1.33       132     0.985
     0/2   3711/7328     0.112      0.13     0.961     0.122      1.33        71     0.918
     0/2   3712/7328     0.112      0.13     0.961     0.122      1.33       169       1.2
     0/2   3713/7328     0.112      0.13     0.961     0.122      1.33        93     0.888
     0/2   3714/7328     0.112      0.13     0.961     0.122      1.33       110     0.862
     0/2   3715/7328     0.112      0.13     0.961     0.122      1.33       139     0.888
     0/2   3716/7328     0.112      0.13     0.961     0.122      1.33       143     0.979
     0/2   3717/7328     0.112      0.13     0.961     0.122      1.33       124     0.832
     0/2   3718/7328     0.112      0.13     0.961     0.122      1.33       117     0.939
     0/2   3719/7328     0.112      0.13     0.961     0.122      1.33       152     0.872
     0/2   3720/7328     0.112      0.13     0.961     0.122      1.33       153     0.919
     0/2   3721/7328     0.112      0.13     0.961     0.122      1.33       118     0.776
     0/2   3722/7328     0.112      0.13     0.961     0.122      1.33       105     0.886
     0/2   3723/7328     0.112      0.13     0.961     0.122      1.33       160     0.857
     0/2   3724/7328     0.112      0.13     0.961     0.122      1.33       118     0.872
     0/2   3725/7328     0.112      0.13     0.961     0.122      1.33       156     0.921
     0/2   3726/7328     0.112      0.13     0.961     0.122      1.33       132     0.853
