Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
/gpfs/accounts/robosub_team_root/robosub_team/bdmanley/modelcompression-2019/venv/lib64/python3.6/site-packages/sklearn/externals/joblib/externals/cloudpickle/cloudpickle.py:47: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Loading dataloaders..
      Image      Total          P          R        mAP
     0/2   6629/7328     0.112      0.13     0.957      0.12      1.32       129     0.925
     0/2   6630/7328     0.112      0.13     0.957      0.12      1.32       172      0.93
     0/2   6631/7328     0.112      0.13     0.957      0.12      1.32        84     0.982
     0/2   6632/7328     0.112      0.13     0.957      0.12      1.32       134      1.05
     0/2   6633/7328     0.112      0.13     0.957      0.12      1.32        95      1.04
     0/2   6634/7328     0.112      0.13     0.957      0.12      1.32       115      1.01
     0/2   6635/7328     0.112      0.13     0.957      0.12      1.32       117     0.885
     0/2   6636/7328     0.112      0.13     0.957      0.12      1.32        99     0.936
     0/2   6637/7328     0.112      0.13     0.957      0.12      1.32       135      1.01
     0/2   6638/7328     0.112      0.13     0.957      0.12      1.32        98     0.956
     0/2   6639/7328     0.112      0.13     0.957      0.12      1.32       114     0.928
     0/2   6640/7328     0.112      0.13     0.957      0.12      1.32       128      1.02
     0/2   6641/7328     0.112      0.13     0.957      0.12      1.32       153     0.903
     0/2   6642/7328     0.112      0.13     0.957      0.12      1.32       160     0.982
     0/2   6643/7328     0.112      0.13     0.957      0.12      1.32       122      0.99
     0/2   6644/7328     0.112      0.13     0.957      0.12      1.32        93      1.01
     0/2   6645/7328     0.112      0.13     0.957      0.12      1.32        89      1.06
     0/2   6646/7328     0.112      0.13     0.957      0.12      1.32       123     0.915
     0/2   6647/7328     0.112      0.13     0.957      0.12      1.32       166      1.08
     0/2   6648/7328     0.112      0.13     0.956      0.12      1.32        72      1.03
     0/2   6649/7328     0.112      0.13     0.957      0.12      1.32       147     0.969
     0/2   6650/7328     0.112      0.13     0.956      0.12      1.32        94     0.899
     0/2   6651/7328     0.112      0.13     0.957      0.12      1.32       142     0.926
     0/2   6652/7328     0.112      0.13     0.956      0.12      1.32        57     0.979
     0/2   6653/7328     0.112      0.13     0.956      0.12      1.32        93     0.896
     0/2   6654/7328     0.112      0.13     0.956      0.12      1.32       132     0.995
     0/2   6655/7328     0.112      0.13     0.956      0.12      1.32        77     0.907
     0/2   6656/7328     0.112      0.13     0.956      0.12      1.32       134     0.999
     0/2   6657/7328     0.112      0.13     0.956      0.12      1.32       139     0.895
     0/2   6658/7328     0.112      0.13     0.956      0.12      1.32       119     0.951
     0/2   6659/7328     0.112      0.13     0.956      0.12      1.32       146      1.21
     0/2   6660/7328     0.112      0.13     0.956      0.12      1.32       159      1.02
     0/2   6661/7328     0.112      0.13     0.956      0.12      1.32       138      1.01
     0/2   6662/7328     0.112      0.13     0.956      0.12      1.32       137     0.929
     0/2   6663/7328     0.112      0.13     0.956      0.12      1.32        75     0.914
     0/2   6664/7328     0.112      0.13     0.956      0.12      1.32        84      1.04
     0/2   6665/7328     0.112      0.13     0.956      0.12      1.32       126     0.981
     0/2   6666/7328     0.112      0.13     0.956      0.12      1.32       140      1.05
     0/2   6667/7328     0.112      0.13     0.956      0.12      1.32        91     0.901
     0/2   6668/7328     0.112      0.13     0.956      0.12      1.32        69      1.03
     0/2   6669/7328     0.112      0.13     0.956      0.12      1.32       139     0.977
     0/2   6670/7328     0.112      0.13     0.956      0.12      1.32       102     0.982
     0/2   6671/7328     0.112      0.13     0.956      0.12      1.32        95      1.07
     0/2   6672/7328     0.112      0.13     0.956      0.12      1.32        97     0.983
     0/2   6673/7328     0.112      0.13     0.956      0.12      1.32        63      0.98
     0/2   6674/7328     0.112      0.13     0.956      0.12      1.32        96      1.08
     0/2   6675/7328     0.112      0.13     0.956      0.12      1.32        89         1
     0/2   6676/7328     0.112      0.13     0.956      0.12      1.32       138     0.958
     0/2   6677/7328     0.112      0.13     0.956      0.12      1.32        84     0.993
     0/2   6678/7328     0.112      0.13     0.956      0.12      1.32       143      1.04
     0/2   6679/7328     0.112      0.13     0.956      0.12      1.32        86      1.04
     0/2   6680/7328     0.112      0.13     0.956      0.12      1.32       132      0.98
     0/2   6681/7328     0.112      0.13     0.956      0.12      1.32       132      1.02
     0/2   6682/7328     0.112      0.13     0.956      0.12      1.32        92      1.12
     0/2   6683/7328     0.112      0.13     0.956      0.12      1.32       123      1.07
     0/2   6684/7328     0.112      0.13     0.956      0.12      1.32       139      1.12
     0/2   6685/7328     0.112      0.13     0.956      0.12      1.32       102     0.973
     0/2   6686/7328     0.112      0.13     0.956      0.12      1.32       103      1.01
     0/2   6687/7328     0.112      0.13     0.956      0.12      1.32        85     0.936
     0/2   6688/7328     0.112      0.13     0.956      0.12      1.32       158      1.01
     0/2   6689/7328     0.112      0.13     0.956      0.12      1.32       125     0.988
     0/2   6690/7328     0.112      0.13     0.956      0.12      1.32       118      1.03
     0/2   6691/7328     0.112      0.13     0.956      0.12      1.32        84     0.926
     0/2   6692/7328     0.112      0.13     0.956      0.12      1.32       131     0.872
     0/2   6693/7328     0.112      0.13     0.955      0.12      1.32       114     0.892
     0/2   6694/7328     0.112      0.13     0.955      0.12      1.32       124       1.1
     0/2   6695/7328     0.112      0.13     0.955      0.12      1.32       103     0.957
     0/2   6696/7328     0.112      0.13     0.955      0.12      1.32       132      1.05
     0/2   6697/7328     0.112      0.13     0.955      0.12      1.32       101         1
     0/2   6698/7328     0.112      0.13     0.955      0.12      1.32       137     0.998
     0/2   6699/7328     0.112      0.13     0.955      0.12      1.32       138      1.01
     0/2   6700/7328     0.112      0.13     0.956      0.12      1.32       181      0.91
     0/2   6701/7328     0.112      0.13     0.956      0.12      1.32       135     0.935
     0/2   6702/7328     0.112      0.13     0.956      0.12      1.32       138      1.03
     0/2   6703/7328     0.112      0.13     0.956      0.12      1.32       171     0.952
     0/2   6704/7328     0.112      0.13     0.956      0.12      1.32       106      1.05
     0/2   6705/7328     0.112      0.13     0.956      0.12      1.32       148      1.05
     0/2   6706/7328     0.112      0.13     0.956      0.12      1.32       142     0.935
     0/2   6707/7328     0.112      0.13     0.956      0.12      1.32        94     0.875
     0/2   6708/7328     0.112      0.13     0.956      0.12      1.32       144     0.939
     0/2   6709/7328     0.112      0.13     0.956      0.12      1.32       112     0.959
     0/2   6710/7328     0.112      0.13     0.956      0.12      1.32       110     0.844
     0/2   6711/7328     0.112      0.13     0.955      0.12      1.32       107     0.909
     0/2   6712/7328     0.112      0.13     0.955      0.12      1.32        73     0.936
     0/2   6713/7328     0.112      0.13     0.955      0.12      1.32        87     0.928
     0/2   6714/7328     0.112      0.13     0.955      0.12      1.32       180      1.04
     0/2   6715/7328     0.112      0.13     0.955      0.12      1.32       120      1.04
     0/2   6716/7328     0.112      0.13     0.956      0.12      1.32       159     0.983
     0/2   6717/7328     0.112      0.13     0.955      0.12      1.32        82      0.97
     0/2   6718/7328     0.112      0.13     0.955      0.12      1.32        98     0.974
     0/2   6719/7328     0.112      0.13     0.955      0.12      1.32        66      1.02
     0/2   6720/7328     0.112      0.13     0.955      0.12      1.32       122     0.886
     0/2   6721/7328     0.112      0.13     0.955      0.12      1.32        88      1.06
     0/2   6722/7328     0.112      0.13     0.955      0.12      1.32        77     0.864
     0/2   6723/7328     0.112      0.13     0.955      0.12      1.32       144     0.951
     0/2   6724/7328     0.112      0.13     0.955      0.12      1.32       144     0.929
     0/2   6725/7328     0.112      0.13     0.955      0.12      1.32       104      0.97
     0/2   6726/7328     0.112      0.13     0.955      0.12      1.32       100     0.916
     0/2   6727/7328     0.112      0.13     0.955      0.12      1.32       141      1.07
     0/2   6728/7328     0.112      0.13     0.955      0.12      1.32       111      1.04
     0/2   6729/7328     0.112      0.13     0.955      0.12      1.32        93     0.936
     0/2   6730/7328     0.112      0.13     0.955      0.12      1.32        85     0.835
     0/2   6731/7328     0.112      0.13     0.955      0.12      1.32       109     0.934
     0/2   6732/7328     0.112      0.13     0.955      0.12      1.32        99       0.9
     0/2   6733/7328     0.112      0.13     0.955      0.12      1.32       105     0.906
     0/2   6734/7328     0.112      0.13     0.955      0.12      1.32        91     0.963
     0/2   6735/7328     0.112      0.13     0.955      0.12      1.32       108     0.925
     0/2   6736/7328     0.112      0.13     0.955      0.12      1.32        95     0.927
     0/2   6737/7328     0.112      0.13     0.955      0.12      1.32        97     0.852
     0/2   6738/7328     0.112      0.13     0.955      0.12      1.32       114     0.964
     0/2   6739/7328     0.112      0.13     0.955      0.12      1.32        98     0.923
     0/2   6740/7328     0.112      0.13     0.955      0.12      1.32        94     0.972
     0/2   6741/7328     0.112      0.13     0.955      0.12      1.32       118      1.05
     0/2   6742/7328     0.112      0.13     0.955      0.12      1.32       103      1.14
     0/2   6743/7328     0.112      0.13     0.955      0.12      1.32       139     0.913
     0/2   6744/7328     0.112      0.13     0.955      0.12      1.32       123     0.909
     0/2   6745/7328     0.112      0.13     0.955      0.12      1.32       179     0.977
     0/2   6746/7328     0.112      0.13     0.955      0.12      1.32        59      1.03
     0/2   6747/7328     0.112      0.13     0.955      0.12      1.32       102     0.903
     0/2   6748/7328     0.112      0.13     0.955      0.12      1.32        75     0.972
     0/2   6749/7328     0.112      0.13     0.955      0.12      1.32       125     0.894
