Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     2/2   3520/7328     0.117     0.151      1.33     0.173      1.77        59      1.27
     2/2   3521/7328     0.117     0.151      1.33     0.173      1.77       150      1.08
     2/2   3522/7328     0.117     0.151      1.33     0.173      1.77       131      1.13
     2/2   3523/7328     0.117     0.151      1.33     0.173      1.77       125      1.09
     2/2   3524/7328     0.117     0.151      1.33     0.173      1.77       114      1.25
     2/2   3525/7328     0.117     0.151      1.33     0.173      1.77       147      1.16
     2/2   3526/7328     0.117     0.151      1.33     0.173      1.77       107      1.18
     2/2   3527/7328     0.117     0.151      1.33     0.173      1.77       118      1.18
     2/2   3528/7328     0.117     0.151      1.33     0.173      1.77       141      1.19
     2/2   3529/7328     0.117     0.151      1.33     0.173      1.77       117      1.15
     2/2   3530/7328     0.117     0.151      1.33     0.173      1.77       113      1.21
     2/2   3531/7328     0.117     0.151      1.33     0.173      1.77        83      1.14
     2/2   3532/7328     0.117     0.151      1.33     0.173      1.77        96      1.19
     2/2   3533/7328     0.117     0.151      1.33     0.173      1.77       154      1.14
     2/2   3534/7328     0.117     0.151      1.33     0.173      1.77       114      1.23
     2/2   3535/7328     0.117     0.151      1.33     0.173      1.77       144      1.16
     2/2   3536/7328     0.117     0.151      1.33     0.173      1.77       101      1.15
     2/2   3537/7328     0.117     0.151      1.33     0.173      1.77       192      1.12
     2/2   3538/7328     0.117     0.151      1.33     0.173      1.77       126      1.12
     2/2   3539/7328     0.117     0.151      1.33     0.173      1.77       121       1.1
     2/2   3540/7328     0.117     0.151      1.33     0.173      1.77        79      1.16
     2/2   3541/7328     0.117     0.151      1.33     0.173      1.77       142      1.05
     2/2   3542/7328     0.117     0.151      1.33     0.173      1.77        96      1.15
     2/2   3543/7328     0.117     0.151      1.33     0.173      1.77       125      1.13
     2/2   3544/7328     0.117     0.151      1.33     0.173      1.77       126      1.21
     2/2   3545/7328     0.117     0.151      1.33     0.173      1.77       125      1.04
     2/2   3546/7328     0.117     0.151      1.33     0.173      1.77       120       1.1
     2/2   3547/7328     0.117     0.151      1.33     0.173      1.77        71      1.14
     2/2   3548/7328     0.117     0.151      1.33     0.173      1.77        92      1.15
     2/2   3549/7328     0.117     0.151      1.33     0.173      1.77       133      1.13
     2/2   3550/7328     0.117     0.151      1.33     0.173      1.77        97       1.1
     2/2   3551/7328     0.117     0.151      1.33     0.173      1.77       132      1.12
     2/2   3552/7328     0.117     0.151      1.33     0.173      1.77       122      1.11
     2/2   3553/7328     0.117     0.151      1.33     0.173      1.77        96      1.24
     2/2   3554/7328     0.117     0.151      1.33     0.173      1.77       169      1.11
     2/2   3555/7328     0.117     0.151      1.33     0.173      1.77       138      1.15
     2/2   3556/7328     0.117     0.151      1.33     0.173      1.77       165      1.12
     2/2   3557/7328     0.117     0.151      1.33     0.173      1.77        75       1.1
     2/2   3558/7328     0.117     0.151      1.33     0.173      1.77       114      1.18
     2/2   3559/7328     0.117     0.151      1.33     0.173      1.77       148       1.1
     2/2   3560/7328     0.117     0.151      1.33     0.173      1.77        86      1.18
     2/2   3561/7328     0.117     0.151      1.33     0.173      1.77       106      1.18
     2/2   3562/7328     0.117     0.151      1.33     0.173      1.77       277       1.2
     2/2   3563/7328     0.117     0.151      1.33     0.173      1.77        80      1.13
     2/2   3564/7328     0.117     0.151      1.33     0.173      1.77        88      1.13
     2/2   3565/7328     0.117     0.151      1.33     0.173      1.77       115      1.13
     2/2   3566/7328     0.117     0.151      1.33     0.173      1.77        96      1.17
     2/2   3567/7328     0.117     0.151      1.33     0.173      1.77       122      1.14
     2/2   3568/7328     0.117     0.151      1.33     0.173      1.77        92      1.11
     2/2   3569/7328     0.117     0.151      1.33     0.173      1.77        78       1.3
     2/2   3570/7328     0.117     0.151      1.33     0.173      1.77       117      1.35
     2/2   3571/7328     0.117     0.151      1.33     0.173      1.77        90      1.21
     2/2   3572/7328     0.117     0.151      1.33     0.173      1.77       113       1.1
     2/2   3573/7328     0.117     0.151      1.33     0.173      1.77       134      1.07
     2/2   3574/7328     0.117     0.151      1.33     0.173      1.77        62      1.19
     2/2   3575/7328     0.117     0.151      1.33     0.173      1.77       142      1.18
     2/2   3576/7328     0.117     0.151      1.33     0.173      1.77       122      1.13
     2/2   3577/7328     0.117     0.151      1.33     0.173      1.77        91      1.16
     2/2   3578/7328     0.117     0.151      1.33     0.173      1.77       118      1.13
     2/2   3579/7328     0.117     0.151      1.33     0.173      1.77       137      1.16
     2/2   3580/7328     0.117     0.151      1.33     0.173      1.77       103       1.1
     2/2   3581/7328     0.117     0.151      1.33     0.173      1.77        80      1.05
     2/2   3582/7328     0.117     0.151      1.33     0.173      1.77       104      1.02
     2/2   3583/7328     0.117     0.151      1.33     0.173      1.77       114      1.13
     2/2   3584/7328     0.117     0.151      1.33     0.173      1.77       120      1.15
     2/2   3585/7328     0.117     0.151      1.33     0.173      1.77       155      1.17
     2/2   3586/7328     0.117     0.151      1.33     0.173      1.77       111      1.08
     2/2   3587/7328     0.117     0.151      1.33     0.173      1.77       150      1.15
     2/2   3588/7328     0.117     0.151      1.33     0.173      1.77       142      1.19
     2/2   3589/7328     0.117     0.151      1.33     0.173      1.77        60      1.09
     2/2   3590/7328     0.117     0.151      1.33     0.173      1.77       125       1.2
     2/2   3591/7328     0.117     0.151      1.33     0.173      1.77        83       1.1
     2/2   3592/7328     0.117     0.151      1.33     0.173      1.77        87       1.1
     2/2   3593/7328     0.117     0.151      1.33     0.173      1.77       149      1.17
     2/2   3594/7328     0.117     0.151      1.33     0.173      1.77        98      1.11
     2/2   3595/7328     0.117     0.151      1.33     0.173      1.77        87       1.2
     2/2   3596/7328     0.117     0.151      1.33     0.173      1.77       124      1.13
     2/2   3597/7328     0.117     0.151      1.33     0.173      1.77        90       1.2
     2/2   3598/7328     0.117     0.151      1.33     0.173      1.77       105      1.16
     2/2   3599/7328     0.117     0.151      1.33     0.173      1.77       169       1.1
     2/2   3600/7328     0.117     0.151      1.33     0.173      1.77       106      1.15
     2/2   3601/7328     0.117     0.151      1.33     0.173      1.77       146      1.17
     2/2   3602/7328     0.117     0.151      1.33     0.173      1.77       121      1.12
     2/2   3603/7328     0.117     0.151      1.33     0.173      1.77        85      1.12
     2/2   3604/7328     0.117     0.151      1.33     0.173      1.77       115      1.13
     2/2   3605/7328     0.117     0.151      1.33     0.173      1.77       103      1.18
     2/2   3606/7328     0.117     0.151      1.33     0.173      1.77       113       1.1
     2/2   3607/7328     0.117     0.151      1.33     0.173      1.77       124      1.22
     2/2   3608/7328     0.117     0.151      1.33     0.173      1.77        74      1.15
     2/2   3609/7328     0.117     0.151      1.33     0.173      1.77        58       1.1
     2/2   3610/7328     0.117     0.151      1.33     0.173      1.77        93      1.12
     2/2   3611/7328     0.117     0.151      1.33     0.173      1.77       148      1.17
     2/2   3612/7328     0.117     0.151      1.33     0.173      1.77       105      1.12
     2/2   3613/7328     0.117     0.151      1.33     0.173      1.77        94      1.16
     2/2   3614/7328     0.117     0.151      1.33     0.173      1.77        98      1.17
     2/2   3615/7328     0.117     0.151      1.33     0.173      1.77       122      1.11
     2/2   3616/7328     0.117     0.151      1.33     0.173      1.77       125      1.15
     2/2   3617/7328     0.117     0.151      1.33     0.173      1.77        85      1.15
     2/2   3618/7328     0.117     0.151      1.33     0.173      1.77       134      1.17
     2/2   3619/7328     0.117     0.151      1.33     0.173      1.77       161      1.25
     2/2   3620/7328     0.117     0.151      1.33     0.173      1.77       181      1.14
     2/2   3621/7328     0.117     0.151      1.33     0.173      1.77       125      1.07
     2/2   3622/7328     0.117     0.151      1.33     0.173      1.77       100       1.1
     2/2   3623/7328     0.117     0.151      1.33     0.173      1.77       127      1.12
     2/2   3624/7328     0.117     0.151      1.33     0.173      1.77       152      1.13
     2/2   3625/7328     0.117     0.151      1.33     0.173      1.77       126      1.23
     2/2   3626/7328     0.117     0.151      1.33     0.173      1.77        93      1.17
     2/2   3627/7328     0.117     0.151      1.33     0.173      1.77       165      1.12
     2/2   3628/7328     0.117     0.151      1.33     0.173      1.77       146      1.12
     2/2   3629/7328     0.117     0.151      1.33     0.173      1.77        91      1.13
     2/2   3630/7328     0.117     0.151      1.33     0.173      1.77       132       1.2
     2/2   3631/7328     0.117     0.151      1.33     0.173      1.77       115      1.15
     2/2   3632/7328     0.117     0.151      1.33     0.173      1.77        81       1.2
     2/2   3633/7328     0.117     0.151      1.33     0.173      1.77        99      1.11
     2/2   3634/7328     0.117     0.151      1.33     0.173      1.77       130      1.19
     2/2   3635/7328     0.117     0.151      1.33     0.173      1.77        71      1.23
     2/2   3636/7328     0.117     0.151      1.33     0.173      1.77        79      1.15
     2/2   3637/7328     0.117     0.151      1.33     0.173      1.77        90      1.11
     2/2   3638/7328     0.117     0.151      1.33     0.173      1.77       125      1.17
